140, 0.11085, 1.60224, 9.67501, -0.00157, 0.01508, 0.02990, 5.125, 10.25, -29.3125, 10.4564, 0.3848, -33.3234, 1012.2984684210527
150, 0.10991, 1.59904, 9.67616, -0.00157, 0.01508, 0.02990, 5.125, 10.25, -29.3125, 10.4607, 0.3302, -33.349, 1012.2986368421053
160, 0.03641, 1.58534, 9.68611, -0.01646, -0.01152, 0.00860, 5.125, 10.25, -29.125, 10.4546, 0.3951, -33.2291, 1012.298805263158
170, -0.01273, 1.60212, 9.70505, -0.01646, -0.01152, 0.00860, 5.125, 10.25, -29.125, 10.4564, 0.3848, -33.3234, 1012.2989736842105
180, -0.02380, 1.63370, 9.74468, -0.03351, -0.02536, -0.00735, 5.125, 10.25, -29.5, 10.4346, 0.3793, -33.1833, 1012.2991421052632
190, -0.03202, 1.69190, 9.80126, -0.03351, -0.02536, -0.00735, 5.125, 10.25, -29.5, 10.4546, 0.3951, -33.2291, 1012.2993105263158
200, -0.07329, 1.72783, 9.85062, -0.03349, -0.02217, -0.00948, 5.1875, 10.3125, -29.625, 10.3979, 0.3529, -33.1713, 1012.2994789473685
210, -0.10725, 1.76030, 9.79556, -0.03349, -0.02217, -0.00948, 5.1875, 10.3125, -29.625, 10.4346, 0.3793, -33.1833, 1012.2996473684211
220, -0.09748, 1.80115, 9.70482, -0.01220, -0.03707, 0.00115, 4.9375, 10.5, -29.8125, 10.3572, 0.3282, -33.1818, 1012.3043447368422
230, -0.02977, 1.81953, 9.65319, -0.01220, -0.03707, 0.00115, 4.9375, 10.5, -29.8125, 10.3979, 0.3529, -33.1713, 1012.3043052631579
240, 0.01035, 1.83428, 9.65185, -0.02712, -0.06688, 0.01606, 4.625, 10.75, -29.875, 10.3436, 0.2875, -33.1708, 1012.3042657894737
250, 0.03238, 1.81166, 9.64974, -0.02712, -0.06688, 0.01606, 4.625, 10.75, -29.875, 10.3572, 0.3282, -33.1818, 1012.3042263157895
260, 0.03196, 1.83606, 9.67743, -0.04629, -0.08711, 0.00967, 4.6875, 10.6875, -30.0, 10.3123, 0.2074, -33.1467, 1012.3041868421053
270, 0.00480, 1.84711, 9.69181, -0.04629, -0.08711, 0.00967, 4.6875, 10.6875, -30.0, 10.3436, 0.2875, -33.1708, 1012.304147368421
280, -0.01595, 1.86207, 9.67484, -0.04840, -0.12970, 0.01393, 4.6875, 10.625, -29.8125, 10.259, 0.1055, -33.1199, 1012.3041078947368
290, -0.07860, 1.84876, 9.60765, -0.04840, -0.12970, 0.01393, 4.6875, 10.625, -29.8125, 10.3123, 0.2074, -33.1467, 1012.3040684210526
300, -0.11359, 1.80968, 9.58130, -0.05161, -0.16376, 0.04480, 4.625, 10.5625, -29.625, 10.2033, -0.0462, -33.0722, 1012.3027526315789
310, -0.00973, 1.80421, 9.64147, -0.05161, -0.16376, 0.04480, 4.625, 10.5625, -29.625, 10.259, 0.1055, -33.1199, 1012.3027263157894
320, 0.14015, 1.78394, 9.77734, -0.08355, -0.14247, 0.09378, 4.8125, 10.3125, -29.8125, 10.1438, -0.2431, -33.0234, 1012.3027
330, 0.27869, 1.70521, 9.98972, -0.08355, -0.14247, 0.09378, 4.8125, 10.3125, -29.8125, 10.2033, -0.0462, -33.0722, 1012.3026736842105
340, 0.38741, 1.64553, 10.12201, -0.07076, -0.09030, 0.10549, 4.6875, 10.3125, -29.8125, 10.0471, -0.4255, -32.9965, 1012.302647368421
350, 0.24661, 1.47209, 10.18303, -0.07076, -0.09030, 0.10549, 4.6875, 10.3125, -29.8125, 10.1438, -0.2431, -33.0234, 1012.3026210526316
360, 0.12637, 1.38570, 10.15227, 0.02292, -0.06901, 0.07035, 4.75, 10.1875, -29.9375, 9.9648, -0.5504, -32.9257, 1012.302594736842
370, 0.32562, 1.60272, 10.12792, 0.02292, -0.06901, 0.07035, 4.75, 10.1875, -29.9375, 10.0471, -0.4255, -32.9965, 1012.3025684210526
380, 0.42318, 1.77294, 9.97692, 0.13896, -0.10521, 0.07781, 4.375, 9.9375, -30.3125, 9.99, -0.6438, -32.7867, 1012.297397368421
390, 0.39591, 1.67922, 9.84449, 0.13896, -0.10521, 0.07781, 4.375, 9.9375, -30.3125, 9.9648, -0.5504, -32.9257, 1012.2972052631578
400, 0.38663, 1.64738, 9.77897, 0.18048, 0.01827, 0.07674, 4.5, 10.0, -30.3125, 10.1478, -0.7806, -32.6223, 1012.2970131578948
410, 0.28702, 1.62664, 9.69590, 0.18048, 0.01827, 0.07674, 4.5, 10.0, -30.3125, 9.99, -0.6438, -32.7867, 1012.2968210526316
420, 0.24877, 1.68297, 9.69919, 0.19326, 0.09386, 0.04800, 4.75, 9.9375, -30.0, 10.3634, -0.7759, -32.6145, 1012.2966289473684
430, 0.31279, 1.82930, 9.65070, 0.19326, 0.09386, 0.04800, 4.75, 9.9375, -30.0, 10.1478, -0.7806, -32.6223, 1012.2964368421052
440, 1.00728, 2.13874, 9.37464, 0.17729, 0.08854, 0.04267, 4.875, 10.0625, -30.125, 10.5728, -0.684, -32.586, 1012.2962447368421
450, 0.62548, 1.98058, 9.24962, 0.17729, 0.08854, 0.04267, 4.875, 10.0625, -30.125, 10.3634, -0.7759, -32.6145, 1012.296052631579
460, 0.24080, 1.80527, 9.38284, 0.05486, 0.04915, -0.08081, 5.0625, 9.9375, -29.8125, 10.7853, -0.5878, -32.5328, 1012.2991552631579
470, 0.07869, 1.71026, 9.49423, 0.05486, 0.04915, -0.08081, 5.0625, 9.9375, -29.8125, 10.5728, -0.684, -32.586, 1012.2992842105264
480, 0.07466, 1.66474, 9.61107, -0.10482, 0.12474, -0.08294, 5.0, 9.875, -30.1875, 10.8457, -0.5177, -32.515, 1012.2994131578947
490, 0.15999, 1.69482, 9.71575, -0.10482, 0.12474, -0.08294, 5.0, 9.875, -30.1875, 10.7853, -0.5878, -32.5328, 1012.2995421052632
500, 0.25683, 1.76220, 9.71739, -0.11654, -0.02429, -0.04035, 4.5, 10.3125, -29.9375, 10.72, -0.3486, -32.7489, 1012.2996710526315
510, 0.41636, 1.80170, 9.41563, -0.11654, -0.02429, -0.04035, 4.5, 10.3125, -29.9375, 10.8457, -0.5177, -32.515, 1012.2998
520, 0.46772, 1.82824, 9.03927, -0.13465, -0.09776, -0.07868, 4.375, 10.3125, -29.9375, 10.72, -0.3486, -32.7489, 1012.2949
530, 0.39112, 1.90096, 8.88245, -0.13465, -0.09776, -0.07868, 4.3125, 10.25, -29.625, 10.5931, -0.3666, -32.7094, 1012.2950289473685
540, 0.13679, 1.97972, 8.94592, -0.32416, -0.12011, -0.16492, 4.3125, 10.25, -29.625, 10.5931, -0.3666, -32.7094, 1012.3001578947368
550, -0.17520, 1.92772, 8.96410, -0.32416, -0.12011, -0.16492, 4.125, 10.25, -29.75, 10.4392, -0.4619, -32.7068, 1012.3003368421053
560, -0.23582, 1.75289, 9.12481, -0.52962, -0.06901, -0.16492, 4.125, 10.25, -29.75, 10.4392, -0.4619, -32.7068, 1012.3005157894737
570, -0.25273, 1.61120, 9.46221, -0.52962, -0.06901, -0.16492, 4.125, 10.4375, -29.625, 10.0693, -0.565, -32.8763, 1012.3006947368422
580, -0.27967, 1.49678, 9.75319, -0.67548, -0.13608, -0.03716, 4.125, 10.4375, -29.625, 10.0693, -0.565, -32.8763, 1012.3008736842105
590, -0.31241, 1.55583, 9.85522, -0.67548, -0.13608, -0.03716, 4.25, 10.6875, -29.5, 9.4641, -0.6105, -33.2068, 1012.301052631579
600, -0.24705, 1.36858, 9.89563, -0.68508, -0.08285, 0.07994, 4.25, 10.6875, -29.5, 9.4641, -0.6105, -33.2068, 1012.3012315789474
610, -0.05170, 1.24347, 9.95354, -0.68508, -0.08285, 0.07994, 4.0625, 11.0625, -29.1875, 8.6903, -0.7582, -33.397, 1012.3014105263157
620, 0.07221, 1.19034, 10.10651, -0.58074, 0.03424, 0.18321, 4.0625, 11.0625, -29.1875, 8.6903, -0.7582, -33.397, 1012.3087842105263
630, -0.21245, 1.31531, 10.38575, -0.58074, 0.03424, 0.18321, 4.625, 12.9375, -27.9375, 7.8645, -0.8704, -33.4983, 1012.3090026315789
640, -0.45643, 1.21218, 10.64889, -0.39334, 0.14177, 0.25880, 4.625, 12.9375, -27.9375, 7.8645, -0.8704, -33.4983, 1012.3092210526315
650, -0.31135, 0.80829, 10.55846, -0.39334, 0.14177, 0.25880, 4.6875, 12.75, -27.5625, 7.2291, -0.8583, -33.4275, 1012.3094394736842
660, -0.12123, 0.67938, 10.48339, -0.14209, 0.04915, 0.47918, 4.6875, 12.75, -27.5625, 7.2291, -0.8583, -33.4275, 1012.3096578947368
670, 0.25928, 0.82363, 10.49317, -0.14209, 0.04915, 0.47918, 4.5625, 12.75, -27.625, 6.7741, -0.7316, -33.2455, 1012.3098763157894
680, 0.69203, 0.97922, 10.42214, 0.06868, 0.01827, 0.49196, 4.5625, 12.75, -27.625, 6.7741, -0.7316, -33.2455, 1012.3100947368421
690, 0.95650, 1.00162, 10.28678, 0.06868, 0.01827, 0.49196, 4.625, 12.625, -27.875, 6.604, -0.7395, -32.7491, 1012.3103131578947
700, 1.03552, 0.97200, 10.14351, 0.22625, 0.14071, 0.23538, 4.625, 12.625, -27.875, 6.604, -0.7395, -32.7491, 1012.3116789473684
710, 0.99301, 0.91515, 10.03557, 0.22625, 0.14071, 0.23538, 4.9375, 12.5, -28.0, 6.6784, -0.7867, -32.0795, 1012.3115
720, 0.94093, 0.83248, 9.82999, 0.31782, 0.31851, -0.02971, 4.9375, 12.5, -28.0, 6.6784, -0.7867, -32.0795, 1012.3113210526316
730, 0.48256, 0.84809, 9.57272, 0.31782, 0.31851, -0.02971, 5.0, 12.6875, -28.25, 6.9212, -0.6645, -31.5412, 1012.3111421052631
740, -0.05411, 0.79754, 9.52953, 0.16769, 0.09493, -0.07016, 5.0, 12.6875, -28.25, 6.9212, -0.6645, -31.5412, 1012.3109631578947
750, -0.28794, 0.78121, 9.18093, 0.16769, 0.09493, -0.07016, 5.25, 12.8125, -28.3125, 7.3036, -0.2773, -31.4185, 1012.3107842105263
760, -0.24620, 0.88067, 9.09893, -0.14530, -0.08072, -0.02971, 5.25, 12.8125, -28.3125, 7.3036, -0.2773, -31.4185, 1012.3106052631579
