5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
5942,211106232532992,-79
5942,263882790666240,-72
5942,193514046488576,-76
5942,263882790666240,-71
5942,17592186044416,-45
5942,17592186044416,-78
5942,17592186044416,-78
5940,17592186044416,-68
5940,17592186044416,-68
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-69
5940,17592186044416,-69
5940,17592186044416,-58
5940,17592186044416,-58
5940,70368744177664,-80
5940,17592186044416,-79
5940,17592186044416,-79
5940,17592186044416,-81
5940,211106232532992,-80
5940,17592186044416,-43
0,17592186044416,-76
